"施設名称","所在地","施設名かな","カテゴリ","分類","TEL","FAX","URL","URL2","バリアフリー情報","詳細情報","備考","経度","緯度","分類"
"平野西交番","大阪市平野区平野西三丁目4番1号","ひらのにしこうばん","警察・消防","交番","","","","","","","","135.5452789","34.6207321000002","交番"
"阪急東通交番","大阪市北区小松原町3番18号","はんきゅうひがしどおりこうばん","警察・消防","交番","","","","","","","","135.5005482","34.7030541000004","交番"
"大淀南交番","大阪市北区大淀南三丁目3番57号","おおよどみなみこうばん","警察・消防","交番","","","","","","","","135.484550300001","34.7020350000004","交番"
"さざなみ交番","大阪市北区長柄東二丁目3番17号","さざなみこうばん","警察・消防","交番","","","","","","","","135.5163749","34.7130379000003","交番"
"天神橋七丁目交番","大阪市北区天神橋七丁目1番23号","てんじんばしななちょうめこうばん","警察・消防","交番","","","","","","","","135.5116265","34.7112400100003","交番"
"本庄交番","大阪市北区本庄西二丁目11番19号","ほんじょうこうばん","警察・消防","交番","","","","","","","","135.5052805","34.7139030000003","交番"
"扇町公園交番","大阪市北区扇町一丁目1番41号","おうぎまちこうえんこうばん","警察・消防","交番","","","","","","","","135.5077073","34.7037723000003","交番"
"大阪駅交番","大阪市北区梅田三丁目1番3号","おおさかえきこうばん","警察・消防","交番","","","","","","","","135.495288300001","34.7028709700004","交番"
"黒崎町交番","大阪市北区黒崎町5番18号","くろさきちょうこうばん","警察・消防","交番","","","","","","","","135.5090218","34.7074921000003","交番"
"芝田交番","大阪市北区芝田一丁目1番3号","しばたこうばん","警察・消防","交番","","","","","","","","135.4989878","34.7051585000004","交番"
"曽根崎二丁目交番","大阪市北区曽根崎二丁目5番12号","そねざきにちょうめこうばん","警察・消防","交番","","","","","","","","135.5005792","34.6991462000004","交番"
"天神橋五丁目交番","大阪市北区天神橋五丁目3番2号","てんじんばしごちょうめこうばん","警察・消防","交番","","","","","","","","135.5120421","34.7076638000003","交番"
"天神橋四丁目交番","大阪市北区天神橋四丁目4番5号","てんじんばしよんちょうめこうばん","警察・消防","交番","","","","","","","","135.5114782","34.7047232000003","交番"
"西梅田交番","大阪市北区梅田三丁目3番8号","にしうめだこうばん","警察・消防","交番","","","","","","","","135.492686300001","34.6991008000004","交番"
"大江橋交番","大阪市北区西天満二丁目5番1号","おおえばしこうばん","警察・消防","交番","","","","","","","","135.5014698","34.6951686000004","交番"
"南森町交番","大阪市北区南森町二丁目1番4号","みなみもりまちこうばん","警察・消防","交番","","","","","","","","135.510442","34.6978681000003","交番"
"渡辺橋交番","大阪市北区堂島浜二丁目1番1号","わたなべばしこうばん","警察・消防","交番","","","","","","","","135.495456700001","34.6948381000004","交番"
"加島交番","大阪市淀川区加島一丁目60番21号","かしまこうばん","警察・消防","交番","","","","","","","","135.457774000001","34.7290182000005","交番"
"神崎川交番","大阪市淀川区三津屋北一丁目5番24号","かんざきがわこうばん","警察・消防","交番","","","","","","","","135.473556900001","34.7313057000004","交番"
"新大阪駅交番","大阪市淀川区西中島五丁目16番1号　新幹線新大阪駅構内","しんおおさかえきこうばん","警察・消防","交番","","","","","","","","135.4992196","34.7329240000004","交番"
"新北野交番","大阪市淀川区新北野二丁目13番44号","しんきたのこうばん","警察・消防","交番","","","","","","","","135.476805000001","34.7163460000004","交番"
"十三東交番","大阪市淀川区十三東一丁目21番23号","じゅうそうひがしこうばん","警察・消防","交番","","","","","","","","135.483533000001","34.7190289000004","交番"
"田川交番","大阪市淀川区田川北二丁目1番10号","たがわこうばん","警察・消防","交番","","","","","","","","135.472497800001","34.7225062000004","交番"
"塚本交番","大阪市淀川区塚本二丁目29番12号","つかもとこうばん","警察・消防","交番","","","","","","","","135.468631300001","34.7141090000005","交番"
"西中島交番","大阪市淀川区西中島三丁目15番9号","にしなかじまこうばん","警察・消防","交番","","","","","","","","135.5000281","34.7258150000004","交番"
"北消防署梅田出張所","大阪市北区梅田1-3-1-100","きたしょうぼうしょ　うめだしゅっちょうしょ","警察・消防","消防施設","06-6345-0119","06-6345-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.4970277","34.6991451400004","消防施設"
"北消防署南森町出張所","大阪市北区南森町1-1-22","きたしょうぼうしょ　みなみもりまちしゅっちょうしょ","警察・消防","消防施設","06-6364-0119","06-6364-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.51042","34.6959800000003","消防施設"
"都島消防署高倉出張所","大阪市都島区友淵町2-15-20","みやこじましょうぼうしょ　たかくらしゅっちょうしょ","警察・消防","消防施設","06-6925-0119","06-6925-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.53029","34.7172600000003","消防施設"
"都島消防署東野田出張所","大阪市都島区網島町9-55","みやこじましょうぼうしょ　ひがしのだしゅっちょうしょ","警察・消防","消防施設","06-6356-0119","06-6356-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.5263529","34.6952916500003","消防施設"
"東淀川消防署","大阪市東淀川区菅原4-4-27","ひがしよどがわしょうぼうしょ","警察・消防","消防施設","06-6320-0119","06-6320-1984","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.5304","34.7401400000003","消防施設"
"城東警察署","大阪市城東区中央1丁目9番41号","じょうとうけいさつしょ","警察・消防","警察署","06-6934-1234","","https://www.police.pref.osaka.jp/04shikumi/ps/120joto_1.html","","","","","135.544118","34.7003730000003","警察署"
"消防局庁舎（九条）","大阪市西区九条南1-4-15","しょうぼうきょくちょうしゃ（くじょう）","警察・消防","消防施設","","","","","","","","135.475430000001","34.6717600000004","消防施設"
"都島消防署艇庫","大阪市都島区中野町1-10","みやこじましょうぼうしょていこ","警察・消防","その他消防施設","","","","","","","","135.52357","34.6989700000003","その他消防施設"
"消防局生野分室","大阪市生野区勝山南4-7-11","しょうぼうきょくいくのぶんしつ","警察・消防","その他消防施設","","","","","","","","135.53958","34.6530345300003","その他消防施設"
"平野消防署仮設倉庫","大阪市平野区長吉六反3-9","ひらのしょうぼうしょかせつそうこ","警察・消防","その他消防施設","","","","","","","","135.5798452","34.6025487400002","その他消防施設"
"高度専門教育訓練センター（東大阪市）","大阪府東大阪市三島2-5-43","こうどせんもんきょういくくんれんせんたー（ひがしおおさかし）","警察・消防","その他消防施設","06-6744-0119","06-6746-5147","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.5965536","34.6904838800002","その他消防施設"
"航空隊（八尾市）","大阪府八尾市空港2-12","こうくうたい（やおし）","警察・消防","その他消防施設","072-992-4900","072-991-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.5952693","34.5987263400002","その他消防施設"
"西消防署","大阪市西区九条南1－12－54","にししょうぼうしょ","警察・消防","消防施設","06-4393-0119","06-4393-0124","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.473678900001","34.6703204100004","消防施設"
